Uno	CR-029	Drug_237	0.9519	0.0139	0.851	0	12
Uno	CR-029	Drug_1078	0.8605	0.043	0.737	0	12
Uno	CR-029	Drug_538	0.9321	0.023	0.9	0	12
Uno	CR-029	Drug_554	0.8485	0.0396	0.686	0	12
Uno	CR-029	Drug_118	0.9717	0.0254	0.961	0	12
Uno	CR-029	Drug_721	0.9741	0.0148	0.996	0	12
Uno	CR-029	Drug_988	0.5104	0.0918	0.49	0	12
Uno	CR-029	Drug_883	0.9466	0.0239	1	0	12
Uno	CR-029	JNK-IN-8	0.9222	0.0225	0.894	0	12
Uno	CR-029	Drug_731	0.9701	0.0112	0.986	0	12
Uno	CR-029	Drug_194	0.6993	0.0801	0.399	0	12
Uno	CR-029	Drug_201	0.8602	0.0341	0.698	0	12
Uno	CR-029	Drug_246	0.9666	0.0161	1	0	12
Uno	CR-029	Drug_293	0.9715	0.0141	0.994	0	12
Uno	CR-029	Drug_1327	0.5991	0.0454	0.671	0	12
Uno	CR-029	Drug_601	0.9704	0.0152	0.998	0	12
Uno	CR-029	Drug_495	0.9387	0.0126	0.828	0	12
Uno	CR-029	Drug_614	0.8859	0.0544	0.804	0	12
Uno	CR-029	Drug_384	0.7686	0.0683	0.766	0	12
Uno	CR-029	Drug_1127	0.8514	0.0569	0.491	0	12
Uno	CR-029	Drug_572	0.8252	0.0406	0.657	0	12
Uno	CR-029	Drug_984	0.8385	0.057	0.611	0	12
Uno	CR-029	Drug_1220	0.939	0.0152	0.984	0	12
Uno	CR-029	Drug_557	0.9549	0.0107	0.882	0	12
Uno	CR-029	Drug_1472	0.728	0.1052	0.397	0	12
Uno	CR-029	Drug_908	0.8931	0.0559	0.48	0	12
Uno	CR-029	Drug_865	0.8858	0.0334	0.663	0	12
Uno	CO-173	Drug_1327	0.6291	0.061	0.408	0	12
Uno	CO-173	Drug_201	0.8756	0.034	0.808	0	12
Uno	CO-173	Drug_865	0.8386	0.0398	0.829	0	12
Uno	CO-173	Drug_554	0.8648	0.0518	0.785	0	12
Uno	CO-173	Drug_118	0.9767	0.0236	0.982	0	12
Uno	CO-173	Drug_495	0.931	0.0192	0.921	0	12
Uno	CO-173	Drug_1472	0.7417	0.1047	0.613	0	12
Uno	CO-173	Drug_246	0.9646	0.0162	0.974	0	12
Uno	CO-173	Drug_557	0.9543	0.0121	0.936	0	12
Uno	CO-173	Drug_1127	0.8712	0.0696	0.683	0	12
Uno	CO-173	Drug_614	0.9275	0.0274	0.847	0	12
Uno	CO-173	Drug_601	0.9654	0.0092	0.938	0	12
Uno	CO-173	Drug_293	0.9667	0.017	1	0	12
Uno	CO-173	Drug_237	0.9524	0.0199	0.977	0	12
Uno	CO-173	Drug_883	0.9467	0.0168	0.983	0	12
Uno	CO-173	JNK-IN-8	0.9253	0.021	0.846	0	12
Uno	CO-173	Drug_908	0.8898	0.0346	0.857	0	12
Uno	CO-173	Drug_384	0.7686	0.0616	0.794	0	12
Uno	CO-173	Drug_731	0.9746	0.0116	0.988	0	12
Uno	CO-173	Drug_988	0.6152	0.1496	0.345	0	12
Uno	CO-173	Drug_721	0.982	0.012	1	0	12
Uno	CO-173	Drug_572	0.8568	0.0462	0.861	0	12
Uno	CO-173	Drug_1078	0.8777	0.0463	0.847	0	12
Uno	CO-173	Drug_194	0.6734	0.0829	0.604	0	12
Uno	CO-173	Drug_538	0.9342	0.0181	0.899	0	12
Uno	CO-173	Drug_1220	0.9551	0.0184	0.88	0	12
Uno	CO-173	Drug_984	0.8512	0.0336	0.864	0	12
Uno	CO-163	Drug_601	0.9378	0.0281	0.929	0	12
Uno	CO-163	Drug_293	0.9635	0.028	0.927	0	12
Uno	CO-163	Drug_237	0.8971	0.0231	0.996	0	12
Uno	CO-163	JNK-IN-8	0.8926	0.0298	0.906	0	12
Uno	CO-163	Drug_883	0.9043	0.0263	0.929	0	12
Uno	CO-163	Drug_908	0.6235	0.0703	0.334	0	12
Uno	CO-163	Drug_384	0.6073	0.0923	0.926	0	12
Uno	CO-163	Drug_731	0.9395	0.0111	0.762	0	12
Uno	CO-163	Drug_721	0.9429	0.0184	0.983	0	12
Uno	CO-163	Drug_988	0.3986	0.0315	0.343	0	12
Uno	CO-163	Drug_1078	0.6914	0.0962	0.58	0	12
Uno	CO-163	Drug_572	0.6861	0.0382	0.687	0	12
Uno	CO-163	Drug_194	0.4481	0.0415	0.256	0	12
Uno	CO-163	Drug_538	0.8283	0.0468	0.65	0	12
Uno	CO-163	Drug_1220	0.9346	0.0218	0.907	0	12
Uno	CO-163	Drug_984	0.7092	0.1077	0.788	0	12
Uno	CO-163	Drug_1327	0.5885	0.0389	0.614	0	12
Uno	CO-163	Drug_865	0.6349	0.077	0.685	0	12
Uno	CO-163	Drug_201	0.8177	0.0226	0.922	0	12
Uno	CO-163	Drug_554	0.6618	0.0414	0.627	0	12
Uno	CO-163	Drug_118	0.9476	0.023	0.696	0	12
Uno	CO-163	Drug_1472	0.4108	0.0697	0.559	0	12
Uno	CO-163	Drug_495	0.8306	0.0546	0.967	0	12
Uno	CO-163	Drug_246	0.9389	0.0154	0.996	0	12
Uno	CO-163	Drug_557	0.9253	0.0168	0.61	0	12
Uno	CO-163	Drug_1127	0.4913	0.0858	0.515	0	12
Uno	CO-163	Drug_614	0.7023	0.0853	0.404	0	12
Uno	CO-042	Drug_865	0.6639	0.0619	0.699	0	12
Uno	CO-042	Drug_201	0.8133	0.0237	0.627	0	12
Uno	CO-042	Drug_1327	0.5635	0.0299	0.379	0	12
Uno	CO-042	Drug_118	0.9594	0.0211	0.967	0	12
Uno	CO-042	Drug_554	0.6516	0.0356	0.758	0	12
Uno	CO-042	Drug_557	0.9019	0.0235	0.986	0	12
Uno	CO-042	Drug_246	0.9484	0.0145	0.86	0	12
Uno	CO-042	Drug_1472	0.362	0.0356	0.302	0	12
Uno	CO-042	Drug_495	0.8376	0.039	0.917	0	12
Uno	CO-042	Drug_614	0.8164	0.0625	0.98	0	12
Uno	CO-042	Drug_1127	0.4198	0.0613	0.497	0	12
Uno	CO-042	Drug_293	0.9775	0.0144	0.968	0	12
Uno	CO-042	Drug_601	0.9498	0.0129	0.985	0	12
Uno	CO-042	Drug_908	0.5633	0.0658	0.6	0	12
Uno	CO-042	JNK-IN-8	0.8817	0.037	0.915	0	12
Uno	CO-042	Drug_731	0.9499	0.0124	0.977	0	12
Uno	CO-042	Drug_883	0.9138	0.0199	0.996	0	12
Uno	CO-042	Drug_384	0.8451	0.0341	0.933	0	12
Uno	CO-042	Drug_237	0.8911	0.0277	0.925	0	12
Uno	CO-042	Drug_194	0.3787	0.0479	0.197	0	12
Uno	CO-042	Drug_721	0.9545	0.0178	0.997	0	12
Uno	CO-042	Drug_988	0.352	0.0452	0.197	0	12
Uno	CO-042	Drug_1078	0.6807	0.0653	0.779	0	12
Uno	CO-042	Drug_572	0.691	0.0277	0.572	0	12
Uno	CO-042	Drug_984	0.6747	0.1012	0.614	0	12
Uno	CO-042	Drug_1220	0.94	0.0222	0.98	0	12
Uno	CO-042	Drug_538	0.7709	0.0604	0.883	0	12
Uno	HN-158	Drug_1168	0.8081	0.038	0.72	0	12
Uno	HN-158	Drug_984	0.7861	0.0374	0.759	0	12
Uno	HN-158	Drug_728	0.6448	0.0383	0.646	0	12
Uno	HN-158	Drug_1220	0.9283	0.0167	0.926	0	12
Uno	HN-158	Drug_538	0.7867	0.0682	0.452	0	12
Uno	HN-158	Drug_194	0.4052	0.0731	0.221	0	12
Uno	HN-158	Drug_988	0.4006	0.0347	0.449	0	12
Uno	HN-158	Drug_1078	0.6669	0.0731	0.551	0	12
Uno	HN-158	Drug_572	0.7235	0.0527	0.602	0	12
Uno	HN-158	JNK-IN-8	0.8941	0.0299	0.905	0	12
Uno	HN-158	Drug_908	0.5173	0.0653	0.374	0	12
Uno	HN-158	Drug_384	0.8367	0.041	0.834	0	12
Uno	HN-158	Drug_859	0.9617	0.0154	0.936	0	12
Uno	HN-158	Drug_720	0.9518	0.0089	0.956	0	12
Uno	HN-158	Drug_237	0.8932	0.0238	0.904	0	12
Uno	HN-158	Drug_42	0.9338	0.0172	0.9	0	12
Uno	HN-158	Drug_293	0.9711	0.015	0.927	0	12
Uno	HN-158	Drug_614	0.7284	0.0555	0.535	0	12
Uno	HN-158	Drug_1127	0.5445	0.0749	0.373	0	12
Uno	HN-158	Drug_246	0.9453	0.0122	0.942	0	12
Uno	HN-158	Drug_1472	0.4975	0.075	0.149	0	12
Uno	HN-158	Drug_953	0.9073	0.0417	0.952	0	12
Uno	HN-158	Drug_533	0.939	0.0145	0.907	0	12
Uno	HN-158	Drug_967	0.8823	0.0244	0.847	0	12
Uno	HN-158	Drug_554	0.7392	0.053	0.717	0	12
Uno	HN-158	Drug_201	0.8286	0.0261	0.814	0	12
Uno	HN-158	Drug_1105	0.4958	0.1226	0.414	0	12
Uno	CO-071	Drug_1327	0.5753	0.0334	0.603	0	12
Uno	CO-071	Drug_865	0.7506	0.0629	0.8	0	12
Uno	CO-071	Drug_201	0.7972	0.0189	0.764	0	12
Uno	CO-071	Drug_554	0.6518	0.0603	0.707	0	12
Uno	CO-071	Drug_118	0.9446	0.0324	0.93	0	12
Uno	CO-071	Drug_1472	0.3664	0.0417	0.657	0	12
Uno	CO-071	Drug_495	0.8482	0.0233	0.954	0	12
Uno	CO-071	Drug_246	0.959	0.0165	0.839	0	12
Uno	CO-071	Drug_557	0.9244	0.0186	0.926	0	12
Uno	CO-071	Drug_1127	0.4688	0.0636	0.718	0	12
Uno	CO-071	Drug_614	0.8058	0.0563	0.919	0	12
Uno	CO-071	Drug_601	0.9591	0.0079	0.959	0	12
Uno	CO-071	Drug_293	0.9578	0.0198	0.923	0	12
Uno	CO-071	Drug_237	0.9082	0.027	0.968	0	12
Uno	CO-071	JNK-IN-8	0.8854	0.0332	0.896	0	12
Uno	CO-071	Drug_883	0.9263	0.0239	0.777	0	12
Uno	CO-071	Drug_908	0.6509	0.0736	0.745	0	12
Uno	CO-071	Drug_731	0.947	0.0226	0.993	0	12
Uno	CO-071	Drug_384	0.8523	0.0417	0.567	0	12
Uno	CO-071	Drug_988	0.349	0.0387	0.409	0	12
Uno	CO-071	Drug_721	0.9548	0.017	1	0	12
Uno	CO-071	Drug_572	0.7081	0.0405	0.756	0	12
Uno	CO-071	Drug_1078	0.6744	0.0854	0.805	0	12
Uno	CO-071	Drug_194	0.4189	0.0435	0.542	0	12
Uno	CO-071	Drug_538	0.8253	0.0637	0.814	0	12
Uno	CO-071	Drug_1220	0.9281	0.0194	0.984	0	12
Uno	CO-071	Drug_984	0.6401	0.1011	0.872	0	12
Uno	HN-239	Drug_194	0.5358	0.0549	0.377	0	12
Uno	HN-239	Drug_988	0.5643	0.0953	0.648	0	12
Uno	HN-239	Drug_1078	0.7655	0.0754	0.901	0	12
Uno	HN-239	Drug_572	0.7997	0.0478	0.765	0	12
Uno	HN-239	Drug_984	0.8266	0.0705	0.868	0	12
Uno	HN-239	Drug_1168	0.8496	0.029	0.894	0	12
Uno	HN-239	Drug_1220	0.9218	0.0282	0.932	0	12
Uno	HN-239	Drug_728	0.7426	0.0658	0.722	0	12
Uno	HN-239	Drug_538	0.8434	0.0588	0.862	0	12
Uno	HN-239	Drug_42	0.9371	0.0201	0.916	0	12
Uno	HN-239	Drug_293	0.9712	0.0312	0.98	0	12
Uno	HN-239	Drug_720	0.9579	0.0137	0.93	0	12
Uno	HN-239	Drug_859	0.953	0.0086	0.996	0	12
Uno	HN-239	JNK-IN-8	0.8872	0.0182	0.956	0	12
Uno	HN-239	Drug_908	0.6524	0.0759	0.689	0	12
Uno	HN-239	Drug_384	0.8721	0.0373	0.954	0	12
Uno	HN-239	Drug_237	0.912	0.0202	0.873	0	12
Uno	HN-239	Drug_246	0.9581	0.0086	0.981	0	12
Uno	HN-239	Drug_1472	0.6304	0.0698	0.544	0	12
Uno	HN-239	Drug_614	0.8185	0.0666	0.624	0	12
Uno	HN-239	Drug_1127	0.7556	0.0795	0.634	0	12
Uno	HN-239	Drug_1105	0.7564	0.0494	0.687	0	12
Uno	HN-239	Drug_201	0.8539	0.017	0.849	0	12
Uno	HN-239	Drug_967	0.9059	0.0311	0.829	0	12
Uno	HN-239	Drug_533	0.9272	0.0215	0.837	0	12
Uno	HN-239	Drug_953	0.9189	0.0161	0.94	0	12
Uno	HN-239	Drug_554	0.8095	0.0571	0.777	0	12
Uno	HN-185	Drug_246	0.9652	0.0141	0.905	0	12
Uno	HN-185	Drug_1472	0.8151	0.0681	0.613	0	12
Uno	HN-185	Drug_614	0.8694	0.0396	0.656	0	12
Uno	HN-185	Drug_1127	0.8794	0.0408	0.529	0	12
Uno	HN-185	Drug_1105	0.836	0.052	0.568	0	12
Uno	HN-185	Drug_201	0.8935	0.0328	0.789	0	12
Uno	HN-185	Drug_953	0.9463	0.0202	0.955	0	12
Uno	HN-185	Drug_967	0.9241	0.0245	0.906	0	12
Uno	HN-185	Drug_533	0.9403	0.0141	0.881	0	12
Uno	HN-185	Drug_554	0.9249	0.0252	0.706	0	12
Uno	HN-185	Drug_194	0.659	0.1034	0.356	0	12
Uno	HN-185	Drug_988	0.6856	0.127	0.496	0	12
Uno	HN-185	Drug_572	0.8721	0.0321	0.738	0	12
Uno	HN-185	Drug_1078	0.7733	0.0923	0.724	0	12
Uno	HN-185	Drug_1168	0.9182	0.0237	0.916	0	12
Uno	HN-185	Drug_984	0.8618	0.0334	0.903	0	12
Uno	HN-185	Drug_728	0.7919	0.0727	0.538	0	12
Uno	HN-185	Drug_1220	0.9228	0.0209	0.956	0	12
Uno	HN-185	Drug_538	0.9233	0.0174	0.877	0	12
Uno	HN-185	Drug_42	0.944	0.0137	0.923	0	12
Uno	HN-185	Drug_293	0.9823	0.0359	1	0	12
Uno	HN-185	JNK-IN-8	0.9325	0.0213	0.816	0	12
Uno	HN-185	Drug_384	0.775	0.0594	0.804	0	12
Uno	HN-185	Drug_908	0.8608	0.0398	0.439	0	12
Uno	HN-185	Drug_859	0.9656	0.0153	0.989	0	12
Uno	HN-185	Drug_720	0.9782	0.0181	0.952	0	12
Uno	HN-185	Drug_237	0.9488	0.0143	0.901	0	12
Uno	CO-118	Drug_1220	0.9412	0.0127	0.997	0	12
Uno	CO-118	Drug_538	0.8771	0.0412	0.907	0	12
Uno	CO-118	Drug_984	0.7514	0.072	0.994	0	12
Uno	CO-118	Drug_988	0.4031	0.0414	0.886	0	12
Uno	CO-118	Drug_721	0.9551	0.0134	1	0	12
Uno	CO-118	Drug_572	0.7299	0.0344	0.903	0	12
Uno	CO-118	Drug_1078	0.7935	0.0657	0.998	0	12
Uno	CO-118	Drug_194	0.4821	0.0432	0.735	0	12
Uno	CO-118	Drug_237	0.9304	0.0204	0.994	0	12
Uno	CO-118	Drug_883	0.9279	0.0198	0.934	0	12
Uno	CO-118	JNK-IN-8	0.917	0.027	0.91	0	12
Uno	CO-118	Drug_908	0.6494	0.0563	0.957	0	12
Uno	CO-118	Drug_384	0.7361	0.0589	0.993	0	12
Uno	CO-118	Drug_731	0.9564	0.0125	0.948	0	12
Uno	CO-118	Drug_601	0.963	0.0088	0.987	0	12
Uno	CO-118	Drug_293	0.972	0.0256	0.998	0	12
Uno	CO-118	Drug_1127	0.5554	0.0664	0.914	0	12
Uno	CO-118	Drug_614	0.8027	0.0557	1	0	12
Uno	CO-118	Drug_1472	0.4721	0.0714	0.788	0	12
Uno	CO-118	Drug_495	0.8685	0.0254	0.944	0	12
Uno	CO-118	Drug_246	0.9462	0.0155	1	0	12
Uno	CO-118	Drug_557	0.9266	0.0173	1	0	12
Uno	CO-118	Drug_554	0.7265	0.0557	0.946	0	12
Uno	CO-118	Drug_118	0.9588	0.0235	1	0	12
Uno	CO-118	Drug_1327	0.6035	0.0392	0.608	0	12
Uno	CO-118	Drug_865	0.7401	0.0528	0.998	0	12
Uno	CO-118	Drug_201	0.8209	0.0265	0.998	0	12
Uno	HN-184	Drug_728	0.6599	0.0447	0.465	0	12
Uno	HN-184	Drug_1220	0.8932	0.0266	0.833	0	12
Uno	HN-184	Drug_538	0.8815	0.038	0.493	0	12
Uno	HN-184	Drug_1168	0.8766	0.0413	0.778	0	12
Uno	HN-184	Drug_984	0.8059	0.0445	0.766	0	12
Uno	HN-184	Drug_988	0.4518	0.0409	0.248	0	12
Uno	HN-184	Drug_572	0.807	0.0378	0.687	0	12
Uno	HN-184	Drug_1078	0.5597	0.0911	0.366	0	12
Uno	HN-184	Drug_194	0.5781	0.0655	0.247	0	12
Uno	HN-184	Drug_237	0.9129	0.0167	0.603	0	12
Uno	HN-184	Drug_384	0.78	0.0612	0.81	0	12
Uno	HN-184	JNK-IN-8	0.8988	0.0232	0.923	0	12
Uno	HN-184	Drug_908	0.734	0.1022	0.434	0	12
Uno	HN-184	Drug_859	0.9578	0.015	0.98	0	12
Uno	HN-184	Drug_720	0.9628	0.0121	0.8	0	12
Uno	HN-184	Drug_42	0.9506	0.0146	0.748	0	12
Uno	HN-184	Drug_293	0.974	0.0234	1	0	12
Uno	HN-184	Drug_1127	0.759	0.0977	0.279	0	12
Uno	HN-184	Drug_614	0.7753	0.0395	0.414	0	12
Uno	HN-184	Drug_1472	0.6691	0.0341	0.268	0	12
Uno	HN-184	Drug_246	0.9435	0.0144	0.892	0	12
Uno	HN-184	Drug_554	0.852	0.0344	0.572	0	12
Uno	HN-184	Drug_953	0.9335	0.018	0.897	0	12
Uno	HN-184	Drug_533	0.9316	0.0194	0.924	0	12
Uno	HN-184	Drug_967	0.8793	0.0308	0.826	0	12
Uno	HN-184	Drug_1105	0.7849	0.062	0.226	0	12
Uno	HN-184	Drug_201	0.8253	0.0212	0.831	0	12
Uno	CO-119	Drug_118	0.9606	0.0209	1	0	12
Uno	CO-119	Drug_554	0.7268	0.0579	0.824	0	12
Uno	CO-119	Drug_865	0.7381	0.0501	0.828	0	12
Uno	CO-119	Drug_201	0.8056	0.0371	0.873	0	12
Uno	CO-119	Drug_1327	0.6062	0.0335	0.768	0	12
Uno	CO-119	Drug_614	0.6908	0.1002	1	0	12
Uno	CO-119	Drug_1127	0.5856	0.1295	0.985	0	12
Uno	CO-119	Drug_246	0.9492	0.0199	0.967	0	12
Uno	CO-119	Drug_557	0.9271	0.0266	0.958	0	12
Uno	CO-119	Drug_1472	0.4806	0.0645	0.953	0	12
Uno	CO-119	Drug_495	0.8573	0.0437	1	0	12
Uno	CO-119	JNK-IN-8	0.9015	0.0201	0.995	0	12
Uno	CO-119	Drug_908	0.7336	0.0955	0.967	0	12
Uno	CO-119	Drug_384	0.6459	0.0536	0.93	0	12
Uno	CO-119	Drug_883	0.8831	0.0391	1	0	12
Uno	CO-119	Drug_731	0.955	0.0159	0.968	0	12
Uno	CO-119	Drug_237	0.9062	0.042	1	0	12
Uno	CO-119	Drug_293	0.9575	0.0279	1	0	12
Uno	CO-119	Drug_601	0.944	0.0117	1	0	12
Uno	CO-119	Drug_984	0.7671	0.0648	0.626	0	12
Uno	CO-119	Drug_538	0.8568	0.0422	0.903	0	12
Uno	CO-119	Drug_1220	0.9246	0.0198	0.997	0	12
Uno	CO-119	Drug_194	0.4672	0.0734	0.693	0	12
Uno	CO-119	Drug_1078	0.7331	0.0757	0.938	0	12
Uno	CO-119	Drug_988	0.3738	0.0355	0.613	0	12
Uno	CO-119	Drug_721	0.9573	0.0159	1	0	12
Uno	CO-119	Drug_572	0.746	0.0469	0.78	0	12
Uno	HN-049	Drug_1105	0.3964	0.0563	0.477	0	12
Uno	HN-049	Drug_201	0.8018	0.0319	0.794	0	12
Uno	HN-049	Drug_554	0.7139	0.0642	0.677	0	12
Uno	HN-049	Drug_953	0.8933	0.0323	0.952	0	12
Uno	HN-049	Drug_967	0.8552	0.0276	0.845	0	12
Uno	HN-049	Drug_533	0.9314	0.0123	0.899	0	12
Uno	HN-049	Drug_1472	0.4605	0.0752	0.354	0	12
Uno	HN-049	Drug_246	0.9314	0.0184	0.843	0	12
Uno	HN-049	Drug_1127	0.3874	0.0695	0.445	0	12
Uno	HN-049	Drug_614	0.6769	0.0594	0.563	0	12
Uno	HN-049	Drug_42	0.9184	0.0257	0.881	0	12
Uno	HN-049	Drug_293	0.9643	0.0263	0.908	0	12
Uno	HN-049	Drug_237	0.8411	0.0318	0.892	0	12
Uno	HN-049	Drug_908	0.4756	0.0391	0.223	0	12
Uno	HN-049	JNK-IN-8	0.894	0.0242	0.824	0	12
Uno	HN-049	Drug_384	0.7947	0.0364	0.749	0	12
Uno	HN-049	Drug_859	0.9527	0.0122	0.956	0	12
Uno	HN-049	Drug_720	0.952	0.0125	0.936	0	12
Uno	HN-049	Drug_988	0.375	0.0398	0.408	0	12
Uno	HN-049	Drug_1078	0.559	0.0653	0.457	0	12
